Date,Open,High,Low,Close,Volume,QuoteVolume
"07/09/2021, 01:20:00",3913.31000000,3916.00000000,3906.81000000,3907.82000000,1826.93460000,7146329.38456700
"07/09/2021, 01:25:00",3907.44000000,3910.70000000,3902.00000000,3903.32000000,2366.01760000,9240895.76840100
"07/09/2021, 01:30:00",3903.31000000,3908.91000000,3900.00000000,3900.58000000,2291.03420000,8940730.18917800
"07/09/2021, 01:35:00",3900.57000000,3906.17000000,3900.00000000,3903.78000000,4635.64280000,18084574.37029100
"07/09/2021, 01:40:00",3903.52000000,3905.07000000,3890.49000000,3892.36000000,3686.59870000,14367670.99975800
"07/09/2021, 01:45:00",3892.48000000,3903.57000000,3888.41000000,3900.40000000,3492.87960000,13607613.44962400
"07/09/2021, 01:50:00",3900.40000000,3904.76000000,3898.82000000,3899.70000000,1819.86220000,7100169.28122600
"07/09/2021, 01:55:00",3899.83000000,3900.48000000,3891.55000000,3899.70000000,2064.72470000,8047207.09447700
"07/09/2021, 02:00:00",3899.70000000,3899.99000000,3894.56000000,3895.98000000,1443.56380000,5625323.39216200
"07/09/2021, 02:05:00",3895.98000000,3895.98000000,3889.99000000,3893.00000000,876.65590000,3411892.83628900
"07/09/2021, 02:10:00",3893.00000000,3904.59000000,3891.78000000,3903.28000000,970.06090000,3781186.01388400
"07/09/2021, 02:15:00",3903.28000000,3905.00000000,3900.60000000,3905.00000000,766.64890000,2991763.84465800
"07/09/2021, 02:20:00",3905.00000000,3907.65000000,3901.68000000,3905.45000000,1157.32260000,4518766.69859500
"07/09/2021, 02:25:00",3905.17000000,3905.30000000,3901.22000000,3901.27000000,686.04160000,2677530.81012200
"07/09/2021, 02:30:00",3901.28000000,3902.67000000,3896.00000000,3901.45000000,801.12310000,3123778.73265500
"07/09/2021, 02:35:00",3901.46000000,3903.63000000,3900.33000000,3903.51000000,602.37510000,2350595.11707700
"07/09/2021, 02:40:00",3903.52000000,3918.39000000,3902.90000000,3911.43000000,1585.39250000,6201926.53700500
"07/09/2021, 02:45:00",3911.44000000,3918.61000000,3911.44000000,3913.27000000,722.78320000,2830279.59301400
"07/09/2021, 02:50:00",3913.27000000,3914.63000000,3906.72000000,3907.48000000,574.53670000,2246473.22138700
"07/09/2021, 02:55:00",3907.73000000,3918.75000000,3907.73000000,3918.36000000,558.48500000,2186296.54674800
"07/09/2021, 03:00:00",3918.27000000,3928.65000000,3916.40000000,3926.57000000,2391.11660000,9380061.21968000
"07/09/2021, 03:05:00",3926.57000000,3933.00000000,3925.80000000,3928.29000000,1077.02470000,4231885.17814900
"07/09/2021, 03:10:00",3928.30000000,3938.62000000,3928.11000000,3937.30000000,2083.37900000,8197028.85303100
"07/09/2021, 03:15:00",3937.30000000,3944.00000000,3930.64000000,3933.51000000,1677.72460000,6605833.00986100
"07/09/2021, 03:20:00",3933.70000000,3945.00000000,3931.93000000,3944.99000000,2804.32940000,11053501.64101700
